Chunk Number,Original Text Chunk,Summary,Source File
16,"comparant les résultats obtenus, que suggérez-vous concernant l'arbre résultante ? 5. En se basant sur la comparaison et la suggestion de la question 5, que pouvez dire sur la prédiction de l'avenir des étudiants de tronc commun par rapport aux résultats obtenus au baccalauréat. Exercice 03 (04 pts : 10 Mn). : Soit l'ensemble D des entiers suivants : D= £2,5,8, 10, 11, 18, 20 j. On veut répartir les données de D en",Les entiers suivants ont t t t t t t t t ,summarized_output_15.csv
17,"trois (3) clusters en utilisant l'algorithme Kmeans et la distance de manhathan 1/ Appliquez Kmeans en choisissant comme centres initiaux des 3 clusters respectivement : 8, 10 et 11. Montrez toutes les étapes de calcul. 2/ Donnez le résultat final et précisez le nombre d'itérations qui ont été nécessaires. 3/ Peut-on avoir un nombre d'itérations inférieur pour ce problème ? Discutez.",Une tte--tte de manhathan s'est utilisant  l',summarized_output_15.csv
18,Good To succeed in life one must have the courage to pursue what he wants CK Enseignant : M' K. Boudjebbour Page 1/1 1,Good To succeed in life one must have the courage,summarized_output_15.csv
19,UNIVERSITE: DR < YAHIA FARES > DE MEDEA Faculté des Sciences Département de Mathématiques et Informatique Année universitaire : 2018-2019 Corrigé type EFS S1 : Théorie et pratique du Datamining,The European Bioinformatics Institute (EBI) at the University of Nottingham,summarized_output_15.csv
20,"Exercice 01 (06 Pts) : a) Appliquer la classification hiérarchique ascendante sur l'ensemble X X 1 2 9 12 20 On va utilisé la distance de Manhattan entre instances : D(X,Y) = Li-Xi - Yil Et la distance minimale entre toutes les paires de données des 2 clusters (single link method) :",The BBC's science and technology team looks at the latest astronomical data from around the world.,summarized_output_15.csv
21,"Dsinglel(i.j) = MinxEi y€j D(X,Y) 0.5.PE Les tableaux suivants représentent les différentes distances Dsingle entre différents clusters : Etape 1 : 1 2 9 12 20",Dsinglel(i.j) = Minx,summarized_output_15.csv
22,"1 1 8 11 19 2 7 10 18 Regroupement des clusters (1) et [2) en (1,2)",Regroupement des clusters (1) et (2) en (1,summarized_output_15.csv
23,9 3 11 12 8 Etape 2 :,BBC Sport takes a look back at some of the,summarized_output_15.csv
24,"1,2 9 12 20 3.Pt 1,2 7 10 18 Regroupement des clusters [9) et (12) en [9,12) 9",BBC Sport outlines the key statistics behind England's,summarized_output_15.csv
25,"3 11 12 8 Etape 3: 1,2 9,12 20",BBC Sport takes a look back at some of the,summarized_output_15.csv
26,"1,2 7 18 Regroupement des clusters (1,2) et [9,12) en (1,2,9,12) 9,12 8","Regroupement des clusters (1,2) et en",summarized_output_15.csv
27,"Etape 4 : 1,2,9,12 20 1,2,9,12 8 Regroupement des clusters (1,2,9,12) et (20) en (1,2,9,12,20)","Regroupement des clusters (1,2,9,12)",summarized_output_15.csv
28,"Dsingle Dendrogramme : b) L'inertie intra-cluster IA = Ek ENK D?(i,Gk) i: instance ; Gk : centroid du groupe k ; Nk : Nombre d'instance du groupe k",The full text of the Dendrogramme can be found,summarized_output_15.csv
29,"1Pt Un regroupement en 2 clusters : CI=(1,2,9,12) centroid C1 =6 6 C2=(20) centroid C2 = 20 1.5.Pti",Un regroupement en 2 clusters : CI=,summarized_output_15.csv
30,IA= ((1-6)2+ (2-6)2+ (9-6)2+ (12-6)2)+ (20-20)2-86 Données 1 2 9,Match reports from the first round of the Irish Open,summarized_output_15.csv
31,"12 20 Uni regroupement en 3 clusters : Cl-(1,2)-centroid C1=1,5 C2-19,12)centroid C2 = 10,5 et C3-(20)centroid C3 = 20 IA= ((1-1,5)2+ 2-1,5)4(9-105)4 (12-10,5)2)+ (20-20)2-5",The full set of results from this year's,summarized_output_15.csv
32,Donc le meilleur regroupement est celui de 3 clusters car son inertie intra-cluster IA est la plus petite. Enseignant : M' K. Boudjebbour Page 1/4 UNIVERSITE: DR < YAHIA FARES > DE MEDEA Faculté des Sciences,Le meilleur regroupement de clusters car son inertie intra-cluster IA,summarized_output_15.csv
33,Département de Mathématiques et Informatique Année universitaire : 2018-2019 Exercice 02 (09 Pts) : 11 11 7,"All photographs courtesy of AFP, EPA, Getty Images",summarized_output_15.csv
34,"7 1) On calcul l'entropie sur l'ensemble des données : I(11,7)= log log - 0,964 0,5PE 18","All photographs courtesy of AFP, EPA, Getty Images",summarized_output_15.csv
35,18 18 18 Ensuite on calcul le gain de chaque attribut : 6 6, Subscribe to BBC News HERE: http://,summarized_output_15.csv
36,"6 Gain (DegStr)= d1,72EDe5-0964G I(3, 3)+ I(3,3) + I(5,1))= 0,081 18 18 18",The winning numbers in Saturday evening's drawing of,summarized_output_15.csv
37,"6 6 6 Gain (HrSom)= d1,7-Edlisom)-096H I(6,0)+ I(1,5) + I(4,2))= 0,441 1Pt",The winning numbers in Saturday evening's drawing of,summarized_output_15.csv
38,18 18 18 9 9,BBC Sport takes a look back at some of the,summarized_output_15.csv
39,"Gain (Fum)= d17-E(um)-0.964-G I(4,5)+ I(7,2))= 0,086 18 18 Donc on choisit l'attribut < HrSom > avec le gain le plus grand (Gain-0.411) qui représente la racine de l'arbre, Donc l'arbre initial sera :",L'arbre de l'at Som s,summarized_output_15.csv
40,HrSom 0.5.Pt Egal Supérieur Moins,Egal Supérieur Moins - Egal,summarized_output_15.csv
41,"* Inst : 5, à 12 ??? - ??? Inst : 13 à 18 Yes",The European Court of Human Rights (ECHR),summarized_output_15.csv
42,"Les valeurs Egal et Supérieur donnent deux valeurs de la classe, donc, il faut refaire le même travail (calcul du gain) pour l'ensemble des données S#13.4.9.10,15,16) et 515.611,2.7.8. I(SEg) =I(1,5)-0,650 2 Gain (SEg, DegStr)= I(1,5)-E(SEg, DegStr)= 0,650-C I(0,2)+ I(0,2) + 2 I(1,1))= 0,317","Les valeurs de la classe, donc, donnent deux valeurs de la",summarized_output_15.csv
43,6 6 6 3 3,BBC Sport takes a look back at some of the,summarized_output_15.csv
44,"Pt Gain (SEg: Fum)= I(1,5)-E(SEg Fum)= 0,650-C I(0,3)+ I(1,2))= 0,191 6 6 HrSom Donc on choisit l'attribut < DegStr > avec",Pt Gain (SEg: Fum)=,summarized_output_15.csv
45,"Egal Supérieur K a le gain le plus grand (Gain-0.317), et l'arbre devient :",Egal Supérieur K a le gain le,summarized_output_15.csv
46,DegStr Moins y ??? Petit ou Normal,DegStr Moins y y Petit ou Normal,summarized_output_15.csv
47,Fort Yes Inst : 13 à 18 A No,    ,summarized_output_15.csv
48,"Fum Non Oui I(SSup) I(4,2)-0,919 4",Fum Non Oui I(SSup),summarized_output_15.csv
49,"No Yes Gain (SSup, DegStr)= I(4,2)-E(SSup, DegStr)= 0,919-614.1) 2 2","No Yes Gain (SSup, DegStr",summarized_output_15.csv
50,"- I(1,1)+ - I(2,0))= 0,252 HrSom 6 6 Gain (SSup, Fum)= I(4,2)-E(SSup: Fum) 1Pt",The winning numbers in Saturday evening's drawing of,summarized_output_15.csv
51,Egal Supérieur 3 3 Moins,Egal Supérieur 3 3 Moins,summarized_output_15.csv
52,"4 = 0,919-C I(1,2)+ = I(3,0))= 0,495 DegStr Fum 6",Match reports from the weekend's Premier League and,summarized_output_15.csv
53,6 Petit ou Normal Fort Yes Oui,A selection of photos from around the world this week,summarized_output_15.csv
54,Non Donc on choisit l'attribut < Fum > avec - 4 K,Non Donc on choisit l'at,summarized_output_15.csv
55,"le gain le plus grand (Gain-0.495), No Fum Yes DegStr",No Fum Yes DegStr No Fum,summarized_output_15.csv
56,et l'arbre final devient : Non Oui Petit ou Normal Fort K,"All photographs  AFP, EPA, Getty Images",summarized_output_15.csv
57,A No Yes No Yes,A No Yes No Yes A No Yes No Yes,summarized_output_15.csv
58,2) Règle : (HrSom = Moins) ou ((HrSom + Moins) et (DegStr-Fort) et (Fum=Oui) ou ((Fum-Non) et (DegStr-Fort)) 1Pt Enseignant : M' K. Boudjebbour Page 2/4,Match reports from the weekend's Premier League and Championship,summarized_output_15.csv
59,UNIVERSITE: DR < YAHIA FARES > DE MEDEA Faculté des Sciences Département de Mathématiques et Informatique Année universitaire : 2018-2019 3) On applique l'ensemble test' T sur l'arbre de décision et on trouve la classe prédite :,"Researchers at the University of Rennes in Rennes, France, have developed a new method",summarized_output_15.csv
60,Instance DegStr HrSom Fum Classe réelle Classe prédite,BBC Sport outlines some of the key stories from the,summarized_output_15.csv
61,19 Petit Supérieur Oui Yes,A selection of photographs from around the world this week,summarized_output_15.csv
62,Yes 20 Fort Superieur Non,Do you agree with the BBC's decision to,summarized_output_15.csv
63,Yes Yes 21 Petit Egal,Is it time to end the war in Syria,summarized_output_15.csv
64,Non No No 22 Fort,"All photographs courtesy of AFP, EPA, Getty Images",summarized_output_15.csv
65,Egal Non Yes No 23,Egal Non Yes No 23 Egal Non Yes,summarized_output_15.csv
66,Normal Supérieur Oui No Yes,"All photographs  AFP, EPA, Getty Images",summarized_output_15.csv
67,24 Petit Egal Oui No,A selection of photos from around the world this week,summarized_output_15.csv
68,No Matrice de 1Pt Prédite (Yes) Prédite (No) Total,No Matrice de 1Pt Prédite,summarized_output_15.csv
69,confusion : Classe réelle (Yes) 2 1 3,French voters go to the polls on Thursday to decide,summarized_output_15.csv
70,Classe réelle (No) 1 2 3 Total,"All photographs  AFP, EPA, Getty Images",summarized_output_15.csv
71,"3 3 6 Taux d'erreur = b+c / n, Donc le taux d'erreur est : 2/6 = 0,3333 = 33,33 % 0,5.Pt: Précision = a/(a+c) = 66,66 % : représente le pourcentage des colopathies positivement prédites",The winning numbers in Saturday evening's drawing of the French Open were:,summarized_output_15.csv
72,"par rapport aux total des colopathies prédites 0.5.Pt. Spécificité = d/(c+d) = 66,66 % représente le pourcentage des non colopathies positivement prédite par rapport aux total des non colopathies réelles. 4) II faut calculer la distance entre l'instance No19 et les 18 autres instances tel que : D1(Xi,Yi)= (P-M) /1 P tel que : P est le nombre total d'attributs (-2) et M le nombre de",The United Nations Population Fund (Unicef) has released the results of a study on the effects of climate change on children in the Democratic Republic of Congo,summarized_output_15.csv
73,"ressemblance entre les deux attributs énumératifs < DegStr > et < HrSom > D2(Xi,Yi)= 0 si Xi = Yi Concerne l'attribut binaire < Fum > 0,5 Pt 1 sinon",L'attribut binaire  Fum s,summarized_output_15.csv
74,"Ensuite, calculer la distance global D avec une distance d'attributs numériques par exemple avec la distance de manhattan : D(X,Y)= Z-1Xi = Yil Donc : DX,Y)-DICX,) + D2(Xi,Yi) Instance 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 D1",Find out how to calculate the distance between two points on the Earth.,summarized_output_15.csv
75,"0,5 0,5 0,5 0,5 0 0 1 1 1 1 0,5 0,5 1 1 1 1 0,5 0,5 D2 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 D 1,5 0,5 1,5 0,5 1 0 2 1 2 1 1,5 0,5 2 1 2 1 1,5 0,5","D1 0,5 0,5 0,5 0,5 0,5 1 1 1 0,5 0,5",summarized_output_15.csv
76,"rang 4 2 4 2 3 1 5 3 5 3 4 2 5 3 5 3 4 2 1,5 Pt Enseignant : M' K. Boudjebbour Page 3/4","Match reports from the French Open, which saw Novak Djokovic beat",summarized_output_15.csv
77,UNIVERSITE: DR < YAHIA FARES > DE MEDEA Faculté des Sciences Département de Mathématiques et Informatique Année universitaire : 2018-2019 Exercice 03 (06 Pts) :,Université Libre de Bruxelles (ULB),summarized_output_15.csv
78,On génère d'abord les itemsets fréquents de support minimum = 2: C1 itemset [A) (B) (C) (D) (E) Support 3 3,On génre d'abord les,summarized_output_15.csv
79,4 1 4 F1 itemset Oui Oui Oui Non Oui 2Pt,Oui Oui Oui Oui Nonui,summarized_output_15.csv
80,"C2 itemset [A,B) [A,C) [A,E) B,C) (B,E) C,E) Support 1 3 2",BBC Sport looks at some of the key talking points,summarized_output_15.csv
81,2 3 3 F2 itemset Non Oui,BBC Sport takes a look back at some of the,summarized_output_15.csv
82,"Oui Oui Oui Oui C3 itemset (A,B,C) [A,B,E) [A,C,E) B,C,E)",Oui Oui Oui C3 itemset,summarized_output_15.csv
83,"C4 itemset A,B,C,E) Support / /","C4 itemset A,B,C,",summarized_output_15.csv
84,2 2 Support / 4,BBC Sport takes a look back at some of the,summarized_output_15.csv
85,F3 itemset Non Non Oui Oui,BBC Sport takes a look back at some of the,summarized_output_15.csv
86,"= F4 itemset Non Cause A,B) non Fréquent A,B,C)",    ,summarized_output_15.csv
87,"Cause non Fréquent On génère maintenant les règles d'associations d'une confiance minimale = 60 % pour tout sous ensembles non vides fréquents : Pour l'itemset fréquent A,C,E)",Les rgles d'associations d'une,summarized_output_15.csv
88,"Règle (A,C)E (A,E)C [C,E)A A(C,E) C[A,E) E[A,C) Confiance 66,66 % 100 %",BBC News NI takes a look at some of the,summarized_output_15.csv
89,"66,66 % 66,66 % 50 % 50 % Conclusion Acceptée",The winning numbers in Saturday evening's drawing of,summarized_output_15.csv
90,Acceptée Acceptée Acceptée Rejetée Rejetée,"All photographs  AFP, EPA, Getty Images",summarized_output_15.csv
91,"Pour l'itemset fréquent [B,C,E) Règle (B,C)-E (B,E)-C (C,E)->B B[C,E) C(B,E) E>(B,C) Confiance 100 %","L'itemset fréquent [B,",summarized_output_15.csv
92,"66,66 % 66,66 % 66,66 % 50 % 50 %",The winning numbers in Saturday evening's drawing of,summarized_output_15.csv
